movieId,title,genres,year,genre_(no genres listed),genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western,year_norm,num_ratings_norm,avg_rating_norm,bayesian_norm,rating_std_norm,svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20,svd_21,svd_22,svd_23,svd_24,svd_25,svd_26,svd_27,svd_28,svd_29,svd_30,svd_31
11,"American President, The (1995)",Comedy|Drama|Romance,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,0.2127659574468085,0.7342857142857142,0.7237318837333692,0.28297642802823725,0.5380512025774842,-0.4775821472330513,-0.32972117557667,0.19105176326504256,0.2632383413614735,0.24049855334736386,-0.15656394306910498,0.071054889866318,-0.10252983975692895,0.029155360193772496,-0.12505372020030125,-0.12613567900232364,0.03459685129094585,-0.055055409368931975,-0.03169121194130583,0.060289032460903766,0.1545437359359499,-0.02023258270591011,-0.15793347504175503,-0.10715982800558736,0.06300571268896778,0.1102952915332159,-0.00413028322643399,-0.11486215899301588,-0.08988752341183524,0.033514272843472026,-0.09633855832547202,-0.03690103988424938,0.010654303051458903,0.12489992266752487,0.012228885862523221,-0.05433990820761058
12,Dracula: Dead and Loving It (1995),Comedy|Horror,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.801724137931032,0.057750759878419454,0.4842105263157895,0.5436260359105566,0.3928830438323411,0.35259498079279067,-0.0110208859013938,-0.01574127223930534,0.3440857450606247,-0.3165847054381022,0.013580993230496333,-0.03105166852808183,-0.16923071576378157,0.15616135686317537,-0.08866812972358804,0.04900306548166667,0.04452762346262531,-0.2910220037893378,-0.13593480345582315,-0.07395098843089776,-0.1290742276501783,0.06480581289459236,0.06299413559051205,0.10794790682733317,0.10190697211484517,-0.5247420604522194,-0.07518131061279718,0.0472338003547008,0.08403738927930116,-0.026325455568422636,0.12130048470328958,-0.22033435994902334,-0.1253678130227777,0.1265957785944936,-0.0731633333578197,0.13764435907491585,-0.1564080238060623
13,Balto (1995),Adventure|Animation|Children,1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.0243161094224924,0.625,0.6405179862494551,0.2014059927055479,0.35598641282686644,-0.2085206305249363,-0.24849933457588452,0.2839368764342981,0.1131272220755862,-0.19020528416738014,-0.3015768601421932,-0.11947231193172658,0.05389887393375229,0.05182314285126403,0.3461401574327804,-0.10124019068394927,-0.0606540948324003,0.0910329138853293,-0.07505762650906897,-0.024661860065433378,-0.02283998213312348,-0.26969328528180186,0.25503412229760397,0.14336046877875966,-0.1505167893324526,-0.15645420131249096,0.13463753266054404,0.13292552359643983,0.021701547341786826,-0.1410995688795885,-0.024905624813682744,-0.08244716474837008,-0.0766846110015783,-0.11730195561916648,0.215436802903649,0.20911721133419503
14,Nixon (1995),Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.0547112462006079,0.7666666666666667,0.7249323837769065,0.2222222222222222,0.21315502359472235,-0.32719509028794547,-0.13427940995446905,0.007903576195684502,0.17303278068021372,0.25330479769311637,0.01569901329185615,0.022853386180701117,0.15359522854800792,-0.00562432358545576,-0.07126397178589085,0.004436015163723876,0.12969731727016456,0.047693231999094775,0.10066051931185434,-0.18282534740933162,0.0020972405706772015,-0.15979029239975992,-0.2123324940339117,0.049367910313133125,-0.40829200936071336,-0.08449027335056757,-0.2507918951689741,0.5061720124016281,0.026045466969856493,0.00589466989459948,-0.13801446703869344,-0.037204521280741996,0.08468298754145812,-0.004484449113940979,0.038987088556011386,-0.21749384716173825
15,Cutthroat Island (1995),Action|Adventure|Romance,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,0.03951367781155015,0.6,0.6232910601975272,0.37951669503554064,0.3126421573178804,-0.29832463645933677,-0.23187867688339464,0.3071581610078771,0.230870542439501,0.4150375579477136,0.06517314657677185,0.045937184756141176,0.06530681726072939,0.37927444892420836,0.14403554411388086,0.1296062238747721,-0.1626290458104716,-0.1726708305510114,-0.12555708571351235,0.21677858867539843,-0.026718550590986014,0.06234064074877942,-0.17438461117822351,-0.006541906927280808,-0.10956323382483979,-0.07546689878102505,0.13664842398599067,-0.0635073247083779,-0.0046853293404807966,-0.03779079373862053,-0.022517415464511522,-0.049119376427356594,-0.16481120967723134,-0.06598022468844332,0.12941847176432483,0.021348657790037792
16,Casino (1995),Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.24924012158054712,0.7853658536585366,0.7704486362204663,0.27839103905501617,0.7263779292868379,-0.06532525124183712,-0.06333324311848801,-0.031643977991223204,-0.01611266345894578,0.23194691044858753,0.26454716693198765,-0.10994007282821046,-0.07549862159901076,-0.1088205636734257,-0.164129254701003,0.05570585145459699,-0.05799484619584688,-0.08773400664909892,0.05894655018596453,-0.12671092082365337,-0.06446678002527996,-0.10033304405351753,0.06080234408421282,0.10920513641252697,-0.2138313288721646,0.14068020530970443,-0.1671302507596798,0.2243898765574422,0.09495588442035734,-0.0725120178435657,-0.08789850992756172,0.19366680465850675,-0.0631407982277982,0.04313526121392139,-0.06491829460514321,0.0746785485025671
17,Sense and Sensibility (1995),Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,0.20364741641337386,0.755223880597015,0.7414545033226393,0.36007604269157945,0.5454867251079221,-0.4273508284459565,-0.05324234671544353,-0.005176403734739587,0.3982432326652977,0.1961859703156761,-0.12463744344865393,0.0030634567356441307,-0.01686664678061262,0.2034207797689681,0.02928255933965019,-0.058314062702142004,0.145314625616134,-0.07877607116769972,-0.07244302604882007,-0.09707437551941159,0.09967649899743432,0.06222779340150522,-0.11243410868997869,0.07529332867865965,-0.27895110689125574,0.04046093168008281,-0.07602201039919289,0.2065434543932046,-0.04855341527271739,0.11853149177791093,-0.019216548087592124,-0.051992198031060685,0.15155379845738984,0.05516453583356659,0.04728623289130397,-0.09312192607569725
18,Four Rooms (1995),Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.060790273556231005,0.74,0.7101194884387153,0.28567715343968425,0.5453044516669213,-0.0030678436862216817,0.17230024445504324,0.16233500159836714,0.07394278401699962,0.17733662275082882,0.18617392842326683,-0.02351301828953021,0.06871496660865299,0.4745542249637584,0.1932103540388887,0.049554027108875395,-0.16926442009012627,0.020910966649609904,-0.04445258315920767,-0.03480341566771429,0.07493956190342017,-0.058898092648595156,0.040857531884752336,-0.17962639502939007,-0.2385550877491519,0.025681199448777545,-0.14384159036352942,0.2383971904087024,-0.14533780000614296,-0.007358868761578185,-0.15788666659878847,0.18807039102837106,-0.0661678002684878,-0.06065221325401651,-0.05868404783684483,-0.03730571850028589
19,Ace Ventura: When Nature Calls (1995),Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.2674772036474164,0.5454545454545454,0.5567378185389208,0.33431875704073377,0.7103088686940864,0.01186851353620099,-0.38023232371212073,0.3164930025610177,0.03265421211802275,-0.014726657228142738,0.02548816027107369,-0.33271544968363415,0.023823728653880247,0.10683422770649893,0.051613406862675126,0.1317118138916254,-0.08568021993502302,0.01712606940008188,0.0696293132111016,0.005226350970120045,0.03282453505783729,0.13077221427650654,-0.022438088251563803,0.0420449107134934,-0.12622334442120273,0.05129371468989941,0.04790237901286557,-0.016289850755416408,-0.10064093659189582,-0.0901791525216398,0.02142634166855228,-0.05975482706807481,-0.13728974950939268,0.02843561131761385,0.022506624921478178,0.09702031027287329
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,1995,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,0.04559270516717325,0.5,0.5623295345192774,0.3086066999241838,0.4747832035778961,0.12746333527954473,-0.09663585352194802,0.16256366554732593,-0.30673795426960493,0.21101648810178728,0.04706543233899566,-0.006418683441670313,-0.04739986930070992,-0.15034110759794755,-0.3514348424248435,0.3058217179308805,-0.2099451977173725,-0.053443758643390855,0.028206144149559433,0.0015469662173327975,0.09457075465769829,0.1465108263852612,0.00817407717284147,-0.055530695933979156,-0.23522667316358528,-0.2152924083699493,0.05867522335779615,-0.05817952543904658,0.004508826860864169,0.1114134054788368,0.213412134703093,-0.2147997143697481,0.08529706822239909,0.09047792696938622,-0.12707252487316964,0.11952631607886607
21,Get Shorty (1995),Comedy|Crime|Thriller,1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,0.270516717325228,0.698876404494382,0.6940356823417917,0.2726747239168228,0.5914295211119835,-0.5670759855442374,-0.24873106018695051,0.10984208869882758,0.05106817022974672,0.2777726341498613,0.0045772024074390814,0.04028665282940807,-0.06950711273666846,0.006824827000897603,-0.11237802434025644,0.001402371826319861,0.15499472791874014,0.07286384311687612,-0.046492237278497994,-0.1438714944111333,0.07055568075766978,0.13300124110475797,-0.03838210747349255,0.13896818186087223,-0.07411969291557452,0.1759222785130268,0.05000981729735273,0.029180485994542846,-0.09984241301416649,0.028330438022240716,-0.05419978270109977,0.02863936779739385,0.013627135031014401,-0.056407454082593525,-0.03040856931245026,0.0390326985570751
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.801724137931032,0.1094224924012158,0.6444444444444445,0.6462436168724056,0.2587296177270071,0.5211988200004544,-0.39958089623517806,-0.31003636859677536,0.29532325590792713,0.1797750578800156,0.28462208483230006,0.21696137911363683,0.056903485702261176,0.05991554414380907,-0.11128631917951791,-0.0019422359492903838,0.0035901301937351707,-0.11602033757513512,-0.07772427743188415,0.04478144729552366,0.010620596146382078,-0.14609249383601075,0.025803984651952987,0.10763636513815515,0.07577518487088011,-0.024150720694840096,0.038083906571306336,-0.08912223982340184,0.05921619342332971,-0.05566645928579278,0.003639129022178274,-0.11113189150291855,0.07574865513636328,-0.12049719777696785,0.19377864292660382,-0.12249535824711227,0.20737413240607142
23,Assassins (1995),Action|Crime|Thriller,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,0.0486322188449848,0.625,0.6358101819193809,0.35136418446315326,0.45830414744737985,-0.15050333405324695,-0.1935491087222787,0.25530544946297107,0.04254095502054759,0.2786966940341018,0.3631476792587597,0.11484470200687559,0.033449822567079165,0.0930927550090901,-0.01256409885164266,-0.09046762008194019,-0.17669726823272516,0.05906898909352692,-0.06047976214670895,-0.1137579513040145,0.09129573437571746,-0.05167988663157564,0.08203338608530475,0.07161411072755143,0.04072624922041515,-0.22971820422294825,-0.09656608976564054,0.1984905597459512,-0.026627366191875664,0.12138446916286828,-0.10067229158825235,0.016091159341647693,-0.359561448597479,0.04350092703949819,-0.2584742274703301,0.14436257072545555
24,Powder (1995),Drama|Sci-Fi,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.801724137931032,0.0851063829787234,0.625,0.6324293417663724,0.3189632267349089,0.5518015086000854,-0.2760120709512486,0.02037468230752189,0.33386653660232296,0.10876968557900178,0.0746764931478164,0.11061898254520401,-0.060037698252777945,-0.000678896300178147,-0.0831777479402251,0.27435110236558435,0.10482996245186456,0.014945769217673797,-0.17103001977148452,0.22535815154398978,0.08290821468225111,-0.05841629204563508,0.005150411915615082,-0.07493024295253221,0.17065081993898226,-0.2701863548741528,-0.23697708397170478,0.19451939282397634,0.04590440071130121,-0.047067979260578464,0.175230196895138,0.04105750564800274,-0.1133573419911994,0.05156371776794143,-0.05881307899544733,-0.15824203300582126,-0.08942240126113896
25,Leaving Las Vegas (1995),Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,0.23100303951367782,0.725,0.7162942000425877,0.3510126444206958,0.46603695302678033,-0.4056847365230091,-0.17811488880230802,-0.17322524842667025,0.10962716782372589,0.27483720032026737,0.06332843368863258,0.05434652171726157,-0.02080317709511644,0.04812652690855982,-0.081115045949263,-0.12221928581588686,0.16960016081403345,0.08512544080217459,0.05894461787665229,-0.18721087757319763,-0.04917957027496965,0.01756894721714725,-0.1491925882004115,0.005498711012185602,-0.37682302528498285,0.0489603561709166,-0.17812507445162706,0.3179327099315832,0.13802158771464101,0.08457024911649548,0.004166058503997242,0.058581411718063706,0.10295526392231498,0.08642021881912555,0.037883191152135745,-0.1086637818017256
26,Othello (1995),Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.03951367781155015,0.7,0.6789183924512764,0.19245008972987515,0.3855596003429725,-0.2412157242104907,-0.053789606700108086,0.2096489362506889,0.31013468259939,0.2301067063828261,0.07980316819219084,-0.02101444541830915,0.22687496369990423,0.11141958451644635,0.025093378917721412,0.21772757076563687,0.06832768525720284,-0.1371189931388439,0.17635258323026312,-0.2810210212899896,0.18439563998412273,-0.20074696616892543,-0.02830753976137827,0.0578163088707309,-0.07262428772453801,-0.06571257871756514,-0.23321863975834112,0.2994950562974886,-0.13787519055486563,0.22785824487184497,-0.042083036297445524,0.06775743274096488,-0.17818097168801791,-0.02738290835440829,-0.054002191698738815,0.008590869328130928
27,Now and Then (1995),Children|Drama,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.02735562310030395,0.6666666666666667,0.6590768712186101,0.37679611017362596,0.35803589451928125,-0.201573731499059,0.007233306937552591,0.3508389169577635,0.4824651886797339,0.2860448947802967,0.05514014467820963,0.1458312162656653,-0.03726806871224769,-0.24032787812179454,0.12853411506645873,-0.0015391076580060137,0.07808868559959205,-0.07069490971622358,0.09992643409708427,0.046292433762921366,-0.12264844968847974,0.02895032414043021,-0.21634519024461296,0.12960093773662656,-0.23526401388162627,-0.017476521354189013,-0.12636557612839547,0.12728543018991145,0.11504079869758196,-0.0641721375113899,-0.2773085405590622,-0.02530198898735749,0.06704951612844134,-0.05178287064042057,0.008991443909391592,-0.02802517575099981
28,Persuasion (1995),Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,0.03343465045592705,0.8454545454545455,0.751817357303983,0.24709308850780853,0.32538327712281756,-0.2320506988329165,0.20469233404282863,-0.044705814830928586,0.45429094830534966,-0.0014460226540436143,-0.2500556357683283,-0.014323278121259915,0.24067856541177216,0.32785269546567125,-0.19640383527561336,0.027494188059658642,0.09517250643177416,-0.1978339409499017,0.15491606047919843,0.008586087499317692,-0.1325754400822419,0.21177498146051052,0.0870974364240384,0.23129233085205808,-0.11625631069848964,-0.08122650096205784,-0.19331545913095835,-0.039837178142607906,0.18204554487759825,0.07935451105602918,0.02934686566578777,0.09610250969831562,0.04540037580718366,-0.1025019814371531,0.0746412874704704,0.0007742236062298046
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.801724137931032,0.11550151975683891,0.8026315789473685,0.7704432608361633,0.25958268941963475,0.5685628813264015,-0.36376950341268616,0.25033566951448655,-0.2119547810488066,-0.021582735399780537,0.06820901611458646,0.1529834957212815,-0.29189526240914426,0.18924825402566844,0.2831760401587224,0.17704798546349507,0.16784341442270814,-0.07115567408284842,0.054508289642017885,0.08694754367134762,0.04817096270794563,-0.03338915274946529,-0.036317365517314536,-0.005962164227630072,0.02782675172681516,0.014486939023075117,-0.1424196255362313,-0.1267319927167565,0.12261717073905039,-0.03049459433699221,0.16592633160206877,-0.02216874997797407,0.09097862117212671,0.05889213554763191,0.09268436190555109,-0.157856250505494,0.024787418529305893
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.00911854103343465,0.6,0.6407117011858321,0.5443310539518172,0.13413799329353246,-0.24647599313453508,0.18644366665196196,-0.1111010216676518,-0.08217500523371413,0.07431840389073273,-0.1258103843603389,-0.06819079038782588,-0.0916774463878532,0.2722117707760072,-0.18330988217680633,-0.1952574630417611,0.15025819755048414,-0.07198264823004434,0.12151128770005402,-0.16765916142765927,-0.03161862810557161,0.4480814506708326,0.27412523434209407,0.4327292147948971,0.05255033757278223,-0.08330260997996737,-0.00814845385484449,0.11483022338781262,0.33542914898287535,0.014019321952209356,-0.024476228588218425,-0.008771727743247203,-0.02467121320406646,0.02932560330258488,0.10830206997682841,0.05310024281776483
31,Dangerous Minds (1995),Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,0.11550151975683891,0.6368421052631579,0.6401967199770546,0.3108987963475289,0.6051055807282407,-0.21392813836944038,-0.27252706643182345,0.2596843528920289,0.35030617458537316,0.33760963512249126,0.0552527911079024,0.0596354940559806,0.05644735109877557,-0.07285814966282364,0.0944484210052201,0.06013723138086709,-0.009719315444330667,-0.12545606877768364,0.051343075932648245,-0.08834840564583614,0.0626027243371087,0.08430208596017881,-0.1712594703127366,0.07257335557602669,-0.05654690370617726,-0.008644433348906888,-0.23057425496760706,0.1126976158076833,-0.05183209278812722,0.02373790063758473,-0.12216826612864783,0.07129862925714628,0.0693296582068291,0.10674694786605564,0.002542444209972112,0.03921045946651291
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.801724137931032,0.5379939209726444,0.7966101694915254,0.7886339544407457,0.24839456744238464,0.7927803325921065,-0.22996622378839007,-0.2516182498481335,-0.11420387230342202,-0.08290995124796188,0.14776244648332262,0.14642198065455286,-0.08422663251731739,0.11019126497709446,0.05446256694159535,0.04712429722039284,0.025775616364244528,0.042598347983068253,0.14780008486590146,0.0511446457541891,0.028007222620138134,-0.09801786677210014,-0.060505795004330634,-0.1369255466790838,0.07890117435981071,-0.20874780796056844,0.05665318422894874,0.03356406426393862,0.13729915869040563,0.08714114808435477,0.06524200839277321,-0.011595371296812353,-0.039690783799500175,0.04570157692018889,0.01706831478609792,0.13182400505444453,-0.04054043953172847
