userId,avg_rating,rating_std,num_ratings,min_rating,max_rating,first_rating_time,last_rating_time,rating_range,rating_consistency,user_activity_days,ratings_per_day,avg_(no genres listed),avg_Action,avg_Adventure,avg_Animation,avg_Children,avg_Comedy,avg_Crime,avg_Documentary,avg_Drama,avg_Fantasy,avg_Film-Noir,avg_Horror,avg_IMAX,avg_Musical,avg_Mystery,avg_Romance,avg_Sci-Fi,avg_Thriller,avg_War,avg_Western,count_(no genres listed),count_Action,count_Adventure,count_Animation,count_Children,count_Comedy,count_Crime,count_Documentary,count_Drama,count_Fantasy,count_Film-Noir,count_Horror,count_IMAX,count_Musical,count_Mystery,count_Romance,count_Sci-Fi,count_Thriller,count_War,count_Western,num_tags,tag_diversity,high_ratings_ratio,low_ratings_ratio,extreme_ratings_ratio
11,3.78125,0.9338221509065896,64,1.0,5.0,901200037,904510567,4.0,0.9672843623277659,38.316319444444446,1.6278227693829428,0.0,3.5434782608695654,3.5555555555555554,0.0,0.0,3.4166666666666665,3.6923076923076925,0.0,4.166666666666667,2.0,0.0,5.0,5.0,0.0,4.333333333333333,4.230769230769231,3.5,3.65625,4.333333333333333,4.0,0.0,46.0,18.0,0.0,0.0,12.0,13.0,0.0,24.0,1.0,0.0,1.0,1.0,0.0,3.0,13.0,10.0,32.0,6.0,2.0,0.0,0.0,0.640625,0.078125,0.25
12,4.390625,0.726618049818872,32,3.0,5.0,1247263318,1247264471,2.0,1.2097485655184028,0.013344907407407408,31.578586684636733,0.0,4.0,3.0,3.0,0.0,4.305555555555555,3.0,0.0,4.5625,4.25,0.0,0.0,0.0,0.0,0.0,4.571428571428571,4.5,4.0,4.5,0.0,0.0,2.0,2.0,1.0,0.0,18.0,1.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,3.0,1.0,0.0,0.0,0.0,0.75,0.0,0.5
13,3.6451612903225805,0.9848311901632074,31,1.0,5.0,987456818,987896183,4.0,0.9218024048972586,5.085243055555556,5.0942911757153855,0.0,4.2,4.166666666666667,0.0,0.0,3.272727272727273,3.6666666666666665,0.0,3.5,3.0,0.0,4.0,0.0,0.0,4.5,3.6666666666666665,4.2,3.8181818181818183,3.5,4.0,0.0,10.0,6.0,0.0,0.0,11.0,3.0,0.0,16.0,1.0,0.0,5.0,0.0,0.0,2.0,6.0,5.0,11.0,2.0,1.0,0.0,0.0,0.5806451612903226,0.0967741935483871,0.22580645161290322
14,3.3958333333333335,1.0260351977151438,48,1.0,5.0,835440976,835442447,4.0,0.8880717068428376,0.017025462962962964,47.196458444765625,0.0,3.3333333333333335,3.4444444444444446,0.0,3.0,2.7058823529411766,2.7142857142857144,0.0,3.7083333333333335,1.0,0.0,4.0,4.0,4.0,4.5,3.5714285714285716,3.5,3.4615384615384617,4.25,4.25,0.0,12.0,9.0,0.0,2.0,17.0,7.0,0.0,24.0,1.0,0.0,1.0,1.0,1.0,2.0,14.0,2.0,13.0,4.0,4.0,0.0,0.0,0.4375,0.125,0.20833333333333334
15,3.448148148148148,1.133404055934043,135,1.0,5.0,1299424762,1510578158,4.0,0.8107643194368379,2443.9050462962964,0.0552168683215354,0.0,3.2033898305084745,3.3421052631578947,2.9545454545454546,2.6904761904761907,3.357142857142857,3.5789473684210527,0.0,3.740740740740741,2.90625,0.0,3.8181818181818183,3.3055555555555554,2.7,3.4166666666666665,3.8846153846153846,3.5847457627118646,3.4318181818181817,4.1,2.5,0.0,59.0,57.0,22.0,21.0,28.0,19.0,0.0,54.0,16.0,0.0,11.0,18.0,5.0,12.0,13.0,59.0,44.0,5.0,2.0,0.0,0.0,0.4148148148148148,0.17777777777777778,0.22962962962962963
16,3.7244897959183674,0.5520460955820452,98,1.5,5.0,1377476573,1377477957,3.5,1.533633905295232,0.01601851851851852,96.45493484006198,0.0,3.52,3.775,3.9583333333333335,4.0,3.74,3.75,4.0,3.7291666666666665,3.9375,4.0,3.5,4.125,0.0,3.769230769230769,3.6538461538461537,3.6875,3.793103448275862,3.6818181818181817,3.0,0.0,25.0,20.0,12.0,8.0,25.0,24.0,1.0,48.0,16.0,5.0,5.0,4.0,0.0,13.0,13.0,16.0,29.0,11.0,1.0,0.0,0.0,0.5408163265306123,0.02040816326530612,0.01020408163265306
17,4.20952380952381,0.508490187773836,105,3.0,5.0,1305696226,1326943248,2.0,1.6434118743286632,245.91460648148148,0.4252482325620334,0.0,4.230769230769231,4.285714285714286,4.4,4.214285714285714,4.157894736842105,4.25,3.5,4.186274509803922,4.323529411764706,3.75,4.166666666666667,4.166666666666667,4.0,4.05,3.9285714285714284,4.4,4.277777777777778,4.444444444444445,4.25,0.0,39.0,35.0,10.0,7.0,19.0,32.0,1.0,51.0,17.0,2.0,3.0,6.0,3.0,10.0,7.0,20.0,27.0,9.0,6.0,0.0,0.0,0.8,0.0,0.1523809523809524
18,3.7320717131474104,0.6321613993017284,502,0.5,5.0,1455049328,1534786448,4.5,1.3658190679728714,922.8833333333333,0.5433586491800912,0.0,3.588516746411483,3.6338028169014085,3.7580645161290325,3.5428571428571427,3.5067567567567566,3.9347826086956523,3.9444444444444446,3.8944954128440368,3.644230769230769,3.875,3.3,3.675675675675676,3.7083333333333335,4.026785714285714,3.6818181818181817,3.640909090909091,3.7928994082840237,3.9375,4.181818181818182,0.0,209.0,142.0,31.0,35.0,148.0,138.0,9.0,218.0,52.0,8.0,15.0,37.0,12.0,56.0,44.0,110.0,169.0,16.0,11.0,16.0,14.0,0.5418326693227091,0.017928286852589643,0.01593625498007968
19,2.607396870554765,0.927301584334504,703,1.0,5.0,965701107,965712882,4.0,0.9734239830339692,0.1362847222222222,618.6829640947287,0.0,2.7266666666666666,2.8152866242038215,2.9375,2.696078431372549,2.64021164021164,2.9027777777777777,0.0,2.609271523178808,2.8333333333333335,3.3333333333333335,2.267857142857143,3.0,2.8378378378378377,2.9655172413793105,2.6791044776119404,2.559055118110236,2.5467980295566504,3.0,2.5454545454545454,0.0,150.0,157.0,48.0,102.0,378.0,72.0,0.0,151.0,96.0,9.0,112.0,1.0,37.0,58.0,134.0,127.0,203.0,9.0,11.0,0.0,0.0,0.14935988620199148,0.492176386913229,0.12375533428165007
20,3.590909090909091,1.1648375307436851,242,0.5,5.0,1054036159,1054147519,4.5,0.7906153760412462,1.288888888888889,105.72815533980584,0.0,2.75531914893617,3.441860465116279,4.184615384615385,3.90990990990991,3.6714285714285713,3.24,3.75,3.8098591549295775,3.8645833333333335,1.5,3.125,4.6,4.472727272727273,3.21875,3.9875,3.227272727272727,2.72972972972973,3.5,1.5,0.0,47.0,86.0,65.0,111.0,105.0,25.0,2.0,71.0,48.0,1.0,12.0,5.0,55.0,16.0,40.0,22.0,37.0,4.0,2.0,0.0,0.0,0.5,0.1322314049586777,0.2066115702479339
21,3.260722347629797,1.0035418823410291,443,0.5,5.0,1376822671,1500702132,4.5,0.9061731285437234,1433.7900578703704,0.3087559727431732,4.0,3.4557522123893807,3.6638418079096047,3.2413793103448274,3.2049180327868854,3.201492537313433,3.1780821917808217,0.0,2.952127659574468,3.0873015873015874,3.5,1.7666666666666666,3.5964912280701755,2.8,3.361111111111111,3.2384615384615385,3.44811320754717,3.5450819672131146,3.625,4.0,1.0,226.0,177.0,58.0,61.0,201.0,73.0,0.0,94.0,63.0,2.0,15.0,57.0,15.0,18.0,65.0,106.0,122.0,8.0,4.0,4.0,4.0,0.3227990970654628,0.14221218961625282,0.04740406320541761
22,2.5714285714285716,1.5435564731996092,119,0.5,5.0,1268330584,1268727474,4.5,0.6084366532615946,4.593634259259259,21.27418320263196,0.0,2.783333333333333,2.3461538461538463,2.7083333333333335,2.75,2.4871794871794872,2.533333333333333,2.0,2.6095890410958904,1.875,4.5,2.5,1.75,4.5,2.4583333333333335,2.2045454545454546,2.1,2.783333333333333,2.3333333333333335,4.0,0.0,30.0,26.0,12.0,12.0,39.0,30.0,5.0,73.0,16.0,1.0,6.0,6.0,1.0,12.0,22.0,15.0,30.0,6.0,1.0,0.0,0.0,0.3025210084033613,0.4117647058823529,0.14285714285714285
23,3.6487603305785123,0.6145615920420208,121,2.0,5.0,1107162524,1108703148,3.0,1.3994594883588336,17.831296296296298,6.425473748389697,0.0,3.537037037037037,3.388888888888889,3.8,3.5,3.4166666666666665,3.6538461538461537,3.25,3.642857142857143,3.8214285714285716,3.9545454545454546,4.0,3.0,0.0,4.068181818181818,3.3333333333333335,3.911764705882353,3.723684210526316,3.75,3.5,0.0,27.0,18.0,10.0,3.0,24.0,39.0,2.0,77.0,14.0,11.0,3.0,1.0,0.0,22.0,12.0,17.0,38.0,6.0,3.0,0.0,0.0,0.4132231404958678,0.008264462809917356,0.08264462809917356
24,3.65,0.5399201436026348,110,2.0,4.5,1458940973,1458976352,2.5,1.5626949862371586,0.40947916666666667,78.04301234202941,0.0,3.642857142857143,3.6515151515151514,4.25,4.25,3.59,3.9130434782608696,0.0,3.6875,3.7333333333333334,0.0,3.625,3.85,3.5,3.769230769230769,3.5454545454545454,3.64,3.6470588235294117,3.7142857142857144,0.0,0.0,56.0,33.0,2.0,2.0,50.0,23.0,0.0,40.0,15.0,0.0,4.0,10.0,1.0,13.0,33.0,25.0,34.0,7.0,0.0,0.0,0.0,0.4909090909090909,0.02727272727272727,0.0
25,4.8076923076923075,0.376215977250384,26,4.0,5.0,1535470418,1535470534,1.0,2.09988754634795,0.0013425925925925925,25.965139396181055,0.0,4.833333333333333,4.75,4.666666666666667,4.666666666666667,4.5,5.0,0.0,4.958333333333333,5.0,0.0,0.0,5.0,0.0,4.75,5.0,4.722222222222222,4.875,5.0,0.0,0.0,15.0,14.0,3.0,3.0,2.0,4.0,0.0,12.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,9.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.7692307692307693
26,3.238095238095238,0.6248809410409237,21,2.0,4.0,836950245,836950483,2.0,1.3795368913466084,0.0027546296296296294,20.94231168771209,0.0,3.0,2.6666666666666665,0.0,3.0,3.2,3.5,0.0,3.25,0.0,0.0,4.0,3.0,0.0,4.0,3.0,2.0,3.4285714285714284,3.0,0.0,0.0,10.0,6.0,0.0,1.0,5.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,14.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.09523809523809523,0.0
27,3.5481481481481483,1.063074382189431,135,1.0,5.0,962684796,965151428,4.0,0.8597902381080292,28.54898148148148,4.5686853905473965,0.0,3.642857142857143,3.6440677966101696,3.3636363636363638,3.2448979591836733,3.4,3.5714285714285716,0.0,3.8,3.3636363636363638,4.0,1.5,4.0,3.923076923076923,4.333333333333333,4.130434782608695,3.375,3.4285714285714284,3.6,3.9,0.0,42.0,59.0,22.0,49.0,50.0,7.0,0.0,45.0,22.0,1.0,2.0,2.0,13.0,3.0,23.0,32.0,14.0,15.0,10.0,0.0,0.0,0.6074074074074074,0.1925925925925926,0.2074074074074074
28,3.020175438596491,0.7937785129939784,570,0.5,5.0,1234334902,1277002828,4.5,1.118845424746452,493.8417361111111,1.1518834374795197,0.0,3.063775510204082,3.1596638655462184,3.4,3.125,2.828125,2.97,3.25,2.9985994397759104,3.1,3.0,2.7777777777777777,3.769230769230769,3.5,2.9285714285714284,2.8902439024390243,3.182926829268293,2.9310344827586206,3.3333333333333335,3.2916666666666665,0.0,196.0,119.0,5.0,4.0,96.0,150.0,2.0,357.0,30.0,6.0,27.0,13.0,5.0,56.0,41.0,123.0,203.0,51.0,24.0,0.0,0.0,0.19649122807017544,0.1649122807017544,0.01929824561403509
29,4.1419753086419755,0.68572301214318,81,1.5,5.0,1307905797,1405816293,3.5,1.27271313751184,1133.2233333333334,0.07141450684315552,0.0,4.016129032258065,4.166666666666667,3.5,4.25,3.590909090909091,4.033333333333333,4.25,4.21,3.875,5.0,4.25,4.1,3.1666666666666665,4.357142857142857,4.333333333333333,4.111111111111111,3.9761904761904763,4.318181818181818,4.444444444444445,0.0,31.0,21.0,1.0,2.0,11.0,15.0,2.0,50.0,4.0,1.0,2.0,5.0,3.0,7.0,6.0,18.0,21.0,22.0,9.0,0.0,0.0,0.8271604938271605,0.037037037037037035,0.16049382716049382
30,4.735294117647059,0.5537105429905546,34,3.0,5.0,1500370339,1500370457,2.0,1.5297290379091362,0.0013657407407407407,33.95362814674403,0.0,4.72,4.7894736842105265,4.6,4.666666666666667,4.6,4.857142857142857,0.0,5.0,4.75,0.0,3.0,5.0,0.0,5.0,5.0,4.647058823529412,4.3,5.0,0.0,0.0,25.0,19.0,5.0,3.0,5.0,7.0,0.0,7.0,4.0,0.0,1.0,8.0,0.0,1.0,2.0,17.0,5.0,1.0,0.0,0.0,0.0,0.9117647058823529,0.0,0.7941176470588235
31,3.92,1.006914867811777,50,1.0,5.0,850466616,852208599,4.0,0.9034118423008144,20.161840277777777,2.3627434733313533,0.0,4.333333333333333,4.0,4.0,4.142857142857143,3.8636363636363638,3.3333333333333335,5.0,3.6666666666666665,3.7,0.0,3.5,0.0,4.6,5.0,3.75,3.7777777777777777,4.454545454545454,5.0,0.0,0.0,15.0,15.0,5.0,7.0,22.0,3.0,1.0,15.0,10.0,0.0,2.0,0.0,5.0,1.0,16.0,9.0,11.0,1.0,0.0,0.0,0.0,0.72,0.1,0.34
32,3.7549019607843137,0.8376803722988448,102,1.0,5.0,856736119,856737388,4.0,1.0664614825501473,0.0146875,100.52356020942409,0.0,3.566666666666667,3.5555555555555554,3.0,3.5,3.7209302325581395,4.052631578947368,4.0,3.977272727272727,3.5833333333333335,0.0,3.3333333333333335,0.0,4.0,3.625,3.7333333333333334,3.3636363636363638,3.6363636363636362,3.3333333333333335,3.0,0.0,30.0,18.0,2.0,6.0,43.0,19.0,1.0,44.0,12.0,0.0,3.0,0.0,2.0,8.0,30.0,11.0,33.0,3.0,1.0,0.0,0.0,0.5882352941176471,0.029411764705882353,0.21568627450980393
33,3.7884615384615383,1.0411508234741227,156,1.0,5.0,939646424,940422746,4.0,0.8763083541889732,8.985208333333333,15.6231091823322,0.0,4.0,3.9,3.8333333333333335,3.875,3.8275862068965516,3.923076923076923,0.0,3.791304347826087,3.5,5.0,4.5,3.0,4.0,3.6666666666666665,3.8545454545454545,4.142857142857143,3.6333333333333333,4.125,4.0,0.0,14.0,10.0,6.0,8.0,58.0,26.0,0.0,115.0,6.0,2.0,2.0,1.0,6.0,9.0,55.0,7.0,30.0,8.0,1.0,0.0,0.0,0.6346153846153846,0.12179487179487179,0.3141025641025641
34,3.4186046511627906,1.3565970946285353,86,0.5,5.0,1162047944,1168811769,4.5,0.686531645358679,78.28501157407408,1.0846942983624626,0.0,3.735294117647059,3.8076923076923075,3.642857142857143,2.75,3.2027027027027026,3.772727272727273,2.0,3.25,3.25,0.0,3.4444444444444446,3.1666666666666665,0.0,3.0714285714285716,3.1,3.347826086956522,3.769230769230769,2.1,3.5,0.0,51.0,26.0,7.0,2.0,37.0,11.0,1.0,24.0,14.0,0.0,9.0,3.0,0.0,7.0,20.0,23.0,26.0,5.0,2.0,0.0,0.0,0.5116279069767442,0.22093023255813954,0.22093023255813954
35,4.086956521739131,0.9001536978993627,23,2.0,5.0,830939391,830940246,3.0,0.9998463257200512,0.009895833333333333,22.774626095925733,0.0,4.0,4.2,3.0,4.0,3.9,4.75,0.0,4.222222222222222,4.0,0.0,0.0,4.0,3.0,5.0,3.5555555555555554,3.0,4.75,2.0,3.5,0.0,4.0,5.0,1.0,2.0,10.0,4.0,0.0,9.0,2.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,4.0,1.0,2.0,0.0,0.0,0.7391304347826086,0.043478260869565216,0.391304347826087
36,2.6333333333333333,0.9909192217102272,60,0.5,4.5,1100803337,1100804003,4.0,0.9166581540586536,0.0077083333333333335,59.54103783336778,0.0,2.638888888888889,2.8076923076923075,0.0,1.8333333333333333,2.347826086956522,2.735294117647059,0.0,2.5555555555555554,2.0,3.25,3.0,0.0,1.5,3.0,2.3461538461538463,2.3,2.892857142857143,2.9,2.0,0.0,18.0,13.0,0.0,3.0,23.0,17.0,0.0,27.0,3.0,2.0,1.0,0.0,1.0,10.0,13.0,5.0,14.0,5.0,1.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.016666666666666666
37,4.142857142857143,0.9102589898327995,21,2.0,5.0,845239387,845927014,3.0,0.9898451882774164,7.958645833333334,2.3441042754322523,0.0,3.7142857142857144,3.75,3.0,3.5,4.125,4.142857142857143,0.0,4.125,3.5,0.0,5.0,5.0,3.5,0.0,3.0,4.25,4.111111111111111,4.0,4.0,0.0,7.0,8.0,1.0,2.0,8.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,9.0,1.0,1.0,0.0,0.0,0.7619047619047619,0.047619047619047616,0.42857142857142855
38,3.217948717948718,1.052485442999383,78,1.0,5.0,841341160,841341785,4.0,0.8676899184057939,0.007233796296296296,77.43981614478598,0.0,3.0526315789473686,2.9375,3.2,3.125,3.2,3.3333333333333335,5.0,3.2857142857142856,3.142857142857143,0.0,2.0,3.3333333333333335,3.2,4.333333333333333,3.111111111111111,2.3333333333333335,3.388888888888889,3.7142857142857144,2.6,0.0,19.0,16.0,5.0,8.0,35.0,9.0,1.0,35.0,7.0,0.0,3.0,3.0,5.0,3.0,27.0,6.0,18.0,7.0,5.0,0.0,0.0,0.3333333333333333,0.19230769230769232,0.20512820512820512
39,4.0,1.0540925533894598,100,1.0,5.0,974787064,974789854,4.0,0.8664816327452207,0.03229166666666667,96.87184661957619,0.0,4.25,3.875,3.2916666666666665,3.130434782608696,4.0,4.4,0.0,4.114285714285714,3.75,3.5,4.461538461538462,4.0,3.125,3.75,3.6,4.0,4.217391304347826,4.0,4.0,0.0,28.0,32.0,24.0,23.0,28.0,25.0,0.0,35.0,16.0,2.0,13.0,1.0,16.0,8.0,10.0,21.0,23.0,1.0,1.0,0.0,0.0,0.71,0.1,0.43
40,3.766990291262136,1.0403985237110398,103,1.0,5.0,832058854,832060442,4.0,0.8768864385634589,0.01837962962962963,101.14106469063962,0.0,3.5217391304347827,3.4782608695652173,3.625,3.7222222222222223,3.6341463414634148,4.0,0.0,4.2,3.75,0.0,2.6666666666666665,4.333333333333333,3.4285714285714284,4.333333333333333,3.6818181818181817,3.0,3.8666666666666667,4.0,4.0,0.0,23.0,23.0,8.0,18.0,41.0,13.0,0.0,50.0,12.0,0.0,3.0,3.0,7.0,3.0,22.0,11.0,15.0,3.0,6.0,0.0,0.0,0.6116504854368932,0.08737864077669903,0.32038834951456313
41,3.2534562211981566,1.1447543563005067,217,0.5,5.0,1458933677,1459369130,4.5,0.8033713599300563,5.039965277777778,35.92735885393013,0.0,2.5256410256410255,2.6818181818181817,3.6666666666666665,3.2222222222222223,3.403409090909091,3.3846153846153846,1.5,3.4346153846153844,2.75,4.25,2.9583333333333335,1.5,3.0,3.3,3.316666666666667,2.3,3.267857142857143,2.923076923076923,4.0,0.0,39.0,33.0,12.0,9.0,88.0,52.0,2.0,130.0,20.0,2.0,12.0,6.0,3.0,20.0,60.0,20.0,56.0,13.0,2.0,0.0,0.0,0.43317972350230416,0.21658986175115208,0.12903225806451613
42,3.565909090909091,1.0630345487581225,440,1.0,5.0,996212624,996262677,4.0,0.8598196855525836,0.5793171296296297,278.60142320066245,0.0,3.4,3.513888888888889,4.0,2.9285714285714284,3.4123222748815167,3.7464788732394365,4.333333333333333,3.818713450292398,3.590909090909091,3.5,3.0,4.5,3.857142857142857,3.962962962962963,3.640449438202247,3.25,3.5775862068965516,3.8095238095238093,3.9166666666666665,0.0,125.0,72.0,5.0,14.0,211.0,71.0,3.0,171.0,22.0,2.0,17.0,2.0,7.0,27.0,89.0,44.0,116.0,21.0,12.0,0.0,0.0,0.5886363636363636,0.19772727272727272,0.22045454545454546
43,4.552631578947368,0.6795639578430088,114,3.0,5.0,848993627,848995341,2.0,1.2827683860178967,0.019837962962962963,111.78246362666545,0.0,4.32258064516129,4.676470588235294,5.0,4.9375,4.5227272727272725,4.25,0.0,4.428571428571429,4.882352941176471,0.0,4.6,5.0,5.0,4.5,4.52,4.666666666666667,4.310344827586207,4.0,4.0,0.0,31.0,34.0,13.0,32.0,44.0,16.0,0.0,42.0,17.0,0.0,5.0,3.0,12.0,4.0,25.0,15.0,29.0,3.0,3.0,0.0,0.0,0.8947368421052632,0.0,0.6578947368421053
44,3.3541666666666665,1.1575760318456607,48,1.0,5.0,869251860,895853739,4.0,0.7951805494673483,307.89211805555556,0.1553940589425043,0.0,3.4545454545454546,3.45,2.75,2.3333333333333335,3.391304347826087,4.0,0.0,3.5833333333333335,2.3333333333333335,0.0,2.3333333333333335,0.0,3.0,3.0,3.375,3.111111111111111,3.176470588235294,0.0,0.0,0.0,22.0,20.0,4.0,3.0,23.0,4.0,0.0,12.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,9.0,17.0,0.0,0.0,0.0,0.0,0.4791666666666667,0.20833333333333334,0.25
